o3_b011,o3_n043,o3_r001,o3_r012,o3_r701,o3_r710,o3_r801,o3_r811,o3_r831,o3_wol1
51.625,30.0,39.625,50.75,43.875,50.5,11.125,19.0,34.875,35.125
8.875,17.0,12.75,10.5,1.0,1.0,1.0,2.375,1.75,12.375
10.5,11.0,10.75,16.375,13.375,14.5,6.375,13.875,12.125,7.125
35.875,38.625,29.375,44.375,33.875,37.75,24.5,33.875,37.875,31.125
28.25,29.0,23.75,35.875,24.5,30.0,21.5,31.75,34.375,27.5
15.125,17.375,11.5,19.0,12.875,16.5,6.5,16.875,20.125,12.625
18.625,20.75,14.375,21.25,18.5,22.0,7.125,18.75,20.5,18.125
5.75,6.75,6.625,15.625,6.625,7.625,2.625,12.125,10.75,7.125
4.25,5.75,5.125,10.5,6.25,4.875,2.75,8.25,,4.375
4.375,4.5,4.75,9.875,3.75,3.125,1.875,6.625,,3.625
14.625,16.125,13.625,28.0,7.75,7.5,3.625,11.625,,15.625
3.75,19.625,11.375,17.75,16.0,21.625,12.25,22.5,,2.375
5.125,6.5,5.625,12.625,3.375,4.125,1.875,5.375,,4.5
23.875,8.5,15.75,20.75,15.875,23.375,8.75,17.375,,7.875
21.375,25.625,17.75,28.375,25.875,34.125,3.125,42.75,,10.5
15.5,13.375,10.875,18.0,12.75,16.0,12.0,15.0,4.25,10.125
4.375,4.75,5.0,10.25,2.875,2.25,2.375,7.875,6.25,3.375
4.625,4.75,5.625,14.5,1.875,2.625,2.25,10.125,3.125,5.875
5.0,6.5,5.75,11.375,3.625,3.625,3.25,9.375,4.25,5.625
9.375,6.125,7.375,14.625,6.5,7.5,5.75,10.5,7.75,5.875
43.25,22.625,26.5,60.75,26.75,38.75,18.5,35.25,26.625,37.25
51.0,30.375,41.125,65.375,29.75,41.375,25.625,47.5,25.75,43.0
41.0,16.0,25.0,51.625,25.375,29.75,7.375,7.5,18.625,19.75
8.375,3.125,8.375,16.125,8.5,14.5,2.875,4.375,6.75,4.375
40.0,21.5,33.875,42.375,24.5,37.5,9.625,31.125,16.625,27.875
15.0,6.625,8.25,22.0,5.125,3.375,3.25,7.75,3.5,9.875
37.625,27.375,33.625,47.125,29.125,38.5,18.0,32.5,24.75,33.25
66.5,51.875,54.625,66.375,54.625,63.875,42.875,56.5,56.875,51.125
64.125,40.5,57.875,68.75,46.125,57.125,43.0,55.5,47.5,51.5
61.875,41.625,52.5,69.375,53.5,57.75,46.0,57.5,31.0,53.875
36.25,28.5,36.375,51.125,13.25,21.0,16.875,35.375,27.875,35.0
49.25,43.375,54.25,62.0,43.625,52.125,32.125,49.0,26.125,52.375
47.0,30.0,36.0,43.625,33.375,41.5,29.125,32.75,32.375,33.875
30.25,16.0,22.25,27.0,18.0,20.875,20.375,27.25,11.0,22.75
51.75,43.875,42.5,57.25,43.125,52.0,26.875,38.125,45.375,50.5
18.125,7.125,11.125,24.375,6.625,6.875,2.875,3.875,6.875,19.125
2.25,2.5,2.875,6.125,1.75,2.625,1.25,5.375,5.875,2.625
16.0,8.625,13.625,22.625,6.0,8.25,2.875,9.75,5.0,11.75
18.625,13.375,13.625,25.125,9.625,10.25,4.0,13.5,11.0,14.375
11.5,8.125,9.5,23.75,10.25,12.25,3.625,14.5,8.75,11.875
29.0,,21.625,34.5,25.0,31.625,26.625,44.25,41.125,28.25
41.875,,33.625,46.25,41.0,49.0,39.5,53.25,46.875,39.75
21.875,5.5,20.5,29.625,19.25,24.875,16.0,28.25,28.875,23.5
13.0,4.375,9.0,14.625,4.125,4.0,1.125,6.75,6.0,8.75
5.875,5.125,8.25,22.25,1.875,3.5,1.625,5.875,4.625,8.25
27.5,11.125,19.75,41.0,13.5,21.625,3.0,14.625,6.625,20.0
38.125,18.625,29.875,48.625,1.25,1.0,8.625,27.375,9.5,28.375
31.25,28.0,18.375,32.375,,,26.5,37.125,39.875,20.875
49.25,38.375,40.25,51.75,,,28.125,39.125,38.625,35.5
45.375,31.125,36.0,52.625,,,16.25,34.0,26.0,39.125
48.625,45.375,44.0,58.5,,,34.5,44.25,49.125,35.5
35.875,28.125,20.125,35.375,,,16.375,27.0,33.375,23.0
44.375,40.125,32.5,53.75,,,11.375,46.875,44.0,37.0
15.125,6.75,10.75,20.0,,,,,,7.75
46.875,46.375,33.5,49.625,46.375,48.5,,,,33.625
40.75,17.0,31.125,43.5,28.0,34.5,,,,27.375
16.75,8.875,11.0,19.5,20.0,19.875,,,,7.5
25.25,24.625,14.75,28.875,30.875,10.875,,,,19.5
4.875,6.25,7.625,20.0,10.25,10.125,,,,9.5
6.5,4.125,7.25,12.125,5.875,4.625,,,,4.75
49.25,46.5,29.0,58.375,57.125,60.125,,42.25,39.375,34.25
31.125,10.25,23.5,37.625,16.125,20.0,9.75,16.875,12.25,19.0
38.0,36.25,22.125,41.25,43.25,47.625,26.5,30.625,44.375,27.25
37.375,34.625,28.25,47.25,43.75,44.875,21.5,48.25,46.125,29.125
30.5,24.75,30.125,52.875,45.75,52.25,26.0,45.625,33.625,27.0
35.125,15.0,28.125,35.875,15.625,17.875,8.75,12.75,7.0,23.25
45.75,29.125,31.625,50.5,37.625,48.5,35.875,32.0,19.25,29.5
24.25,13.25,17.625,32.875,17.875,23.5,8.5,14.375,14.375,13.875
46.125,35.5,38.125,39.75,36.625,39.375,19.375,25.375,24.625,28.5
42.875,28.375,36.75,52.375,25.875,30.75,19.875,33.75,23.875,37.125
8.5,8.375,38.0,56.5,38.125,40.125,45.125,50.0,48.25,10.25
,,52.125,66.0,43.75,54.25,28.125,50.375,33.125,
,18.0,67.0,75.25,59.5,65.125,19.25,58.625,55.25,28.25
,58.625,48.5,69.625,61.75,65.25,51.875,68.25,58.625,31.125
70.75,67.5,60.0,73.25,59.875,67.0,59.5,73.875,71.0,45.75
52.875,38.0,47.625,61.125,22.125,29.375,26.0,41.375,32.125,30.75
87.875,74.5,79.625,90.875,75.375,84.875,66.0,79.625,73.625,56.5
66.25,33.625,51.5,69.625,53.5,66.625,44.375,59.875,57.75,36.25
58.125,55.5,46.375,62.125,51.5,58.5,35.25,56.0,53.125,34.125
58.5,52.0,45.5,68.75,57.875,68.875,46.375,68.5,52.125,28.625
56.125,30.375,34.25,54.375,44.25,58.25,23.875,31.125,32.0,28.625
55.875,30.0,48.5,60.125,41.625,53.75,20.375,44.5,50.0,24.875
53.0,40.375,42.125,57.25,43.75,54.625,26.875,35.75,40.0,25.375
71.5,70.875,59.625,78.125,72.0,76.5,45.375,61.25,65.875,44.75
27.375,29.25,4.125,7.875,53.625,50.625,3.25,18.125,22.25,3.25
30.0,32.0,,,38.125,44.875,29.75,44.375,51.375,
46.0,34.5,,43.25,48.5,57.5,35.625,53.375,59.875,
69.625,57.75,48.625,71.875,57.25,66.375,52.0,60.5,64.75,
39.625,53.875,44.875,69.625,53.25,59.125,49.25,65.375,54.875,
61.75,57.5,51.25,64.375,55.0,59.875,48.0,56.375,40.125,
82.375,79.625,67.75,86.25,75.375,82.375,70.25,78.5,70.625,
65.0,55.375,53.0,66.25,60.875,69.875,44.125,55.875,59.75,
85.0,83.0,66.625,89.25,82.375,86.75,61.75,82.125,76.75,
64.625,53.375,56.0,68.125,60.375,69.0,56.875,69.125,59.375,
64.0,41.625,53.5,62.875,63.0,72.125,46.75,56.5,31.125,
79.875,56.5,63.625,84.375,69.375,79.0,56.5,73.75,70.875,
77.75,61.375,67.375,79.75,63.875,73.5,49.625,60.5,58.25,
78.125,87.25,74.0,88.875,76.5,82.25,72.125,84.625,82.75,
79.625,66.375,46.25,81.125,46.75,60.0,55.75,60.5,64.75,
86.375,79.125,63.125,92.625,51.75,,66.375,79.875,79.0,60.0
86.125,73.625,64.125,91.625,60.875,74.625,64.75,79.25,53.875,58.0
74.25,61.375,37.0,76.375,23.875,68.375,58.875,77.375,76.5,53.5
52.25,32.375,50.125,58.375,24.375,29.625,32.375,,33.375,38.75
60.625,49.125,57.125,68.75,57.875,67.875,44.875,,61.25,46.75
87.125,75.875,68.5,95.625,68.5,73.25,70.125,,65.875,81.75
95.875,62.625,88.25,108.75,77.5,84.25,31.875,51.125,71.875,79.5
59.25,35.0,49.125,66.625,63.875,71.875,28.375,55.125,57.125,40.625
62.0,40.25,56.75,73.375,46.375,45.5,37.375,44.75,39.5,52.5
48.25,27.25,38.25,55.375,32.5,40.625,12.875,36.5,24.375,34.875
105.5,74.875,94.75,113.0,82.875,96.625,58.5,79.625,86.25,87.25
108.375,87.75,89.75,114.125,95.375,104.375,68.5,81.75,90.625,88.0
85.375,85.125,73.0,93.625,80.875,83.125,48.0,60.25,62.625,65.875
89.0,85.5,80.5,96.375,79.5,,63.5,80.375,65.25,71.5
116.25,98.5,95.5,119.75,83.5,88.125,77.875,90.375,80.25,92.125
94.75,77.75,76.375,106.875,104.5,110.75,87.5,122.75,94.125,88.625
64.75,43.375,61.0,74.625,53.125,59.5,56.125,64.25,42.625,53.125
31.625,20.375,26.125,39.375,26.375,30.875,22.5,22.5,19.125,22.125
102.125,81.375,82.5,101.875,87.0,94.375,95.75,106.875,102.125,78.375
77.5,75.75,64.125,81.25,76.125,79.5,72.875,86.875,65.0,63.25
84.625,90.875,73.25,96.875,74.625,76.375,83.75,93.25,78.625,60.125
81.25,61.0,72.0,92.875,76.5,73.25,46.125,84.25,60.5,59.0
77.625,76.25,68.875,83.625,74.5,69.375,73.0,83.5,76.375,53.5
82.0,77.125,65.375,90.75,58.0,58.5,70.5,59.875,77.5,62.625
100.875,65.375,78.625,100.5,62.125,76.875,68.0,69.375,84.5,82.75
81.25,65.25,81.375,89.875,71.0,84.25,62.875,83.375,76.625,74.125
74.625,56.125,73.375,79.125,69.125,80.0,60.0,71.25,58.125,49.375
83.125,66.125,76.0,89.75,68.625,81.75,51.75,78.0,66.125,68.75
73.0,47.625,67.375,77.25,65.375,76.5,43.25,59.625,58.5,57.375
55.875,51.75,45.75,63.625,65.875,71.125,55.875,74.375,69.375,45.875
70.625,36.375,48.5,66.625,77.875,84.5,69.625,86.0,58.5,35.125
103.25,98.625,92.0,105.125,105.375,106.75,86.0,99.875,85.75,94.25
69.875,60.125,65.0,75.75,63.5,65.0,54.25,61.75,61.25,60.875
76.0,69.25,68.125,85.375,77.375,81.0,66.125,81.625,75.5,72.375
75.625,51.875,67.0,75.125,68.5,74.75,56.625,62.5,70.25,62.5
70.5,50.625,61.75,71.125,65.75,74.125,,58.75,60.625,57.0
70.875,47.0,59.5,72.5,63.375,72.0,,57.625,60.625,55.625
68.25,43.25,64.5,55.875,63.375,74.375,,56.5,72.125,63.375
84.875,61.125,74.625,85.375,79.875,89.75,69.625,79.0,80.25,71.125
87.125,68.125,83.125,98.125,87.5,91.875,68.25,86.5,76.375,82.25
111.75,105.625,96.125,108.375,102.875,104.75,95.125,107.25,103.0,95.875
86.5,81.875,67.375,86.75,73.125,77.25,70.375,53.5,75.25,73.0
54.875,44.25,41.875,56.875,54.875,56.875,51.0,68.625,63.875,47.375
46.375,33.125,29.625,35.375,32.875,36.75,57.5,76.625,58.125,42.125
52.25,38.125,38.125,66.875,50.875,49.0,49.25,72.125,50.875,49.625
54.25,36.125,52.25,64.875,53.625,56.25,31.0,51.25,23.875,50.0
71.875,60.125,68.75,77.625,61.25,69.125,51.25,74.5,65.0,71.625
81.5,70.0,80.0,87.5,74.125,80.0,59.25,80.0,72.25,79.375
83.125,58.375,75.75,89.75,57.25,70.125,60.125,80.625,76.5,74.875
90.375,61.5,79.25,94.125,61.625,67.375,67.625,85.75,76.75,76.125
98.875,75.625,89.0,109.0,75.0,89.25,70.875,93.625,79.625,81.75
76.125,75.625,73.75,92.5,71.0,77.25,77.875,81.625,76.0,73.125
86.625,70.875,80.375,99.0,75.875,86.25,79.875,82.875,80.625,81.875
106.25,97.0,89.75,109.125,95.5,98.375,81.875,98.75,98.875,93.125
141.0,152.25,149.25,156.75,93.625,103.25,107.875,122.0,107.375,123.75
112.125,76.0,76.875,93.25,91.375,96.0,84.75,118.0,110.0,90.875
64.25,35.875,59.375,69.0,62.125,67.25,44.625,54.625,59.875,62.5
53.75,40.375,51.625,64.0,51.75,60.375,41.375,55.75,60.5,48.875
54.375,44.625,36.625,64.0,50.375,52.25,55.125,19.75,66.875,52.75
94.0,84.875,72.375,96.75,79.125,85.875,63.875,,81.375,73.5
106.875,111.25,98.125,119.5,107.5,112.75,81.625,,107.375,87.375
113.0,106.875,89.75,114.125,101.0,103.5,82.875,,102.125,95.875
116.25,111.25,101.75,121.875,109.625,111.625,99.625,,109.625,105.75
73.875,80.75,72.0,92.0,84.5,87.5,75.625,,75.375,60.75
90.125,88.75,69.625,99.375,84.375,87.875,77.875,,80.5,82.25
84.25,78.25,73.375,95.625,89.125,91.25,75.0,86.5,81.375,77.625
66.375,63.625,63.625,77.75,72.125,75.375,70.125,82.5,70.25,60.25
85.75,83.5,68.875,85.375,87.25,92.5,75.875,88.5,73.5,77.125
89.25,75.875,84.5,94.75,79.625,85.75,66.5,74.5,65.875,85.625
82.125,54.25,79.875,96.125,86.375,84.125,64.75,89.5,73.375,68.5
71.125,50.375,63.25,79.875,54.375,52.375,,55.625,38.25,70.75
75.125,44.75,67.625,81.25,47.75,62.75,31.625,57.125,54.125,71.75
87.625,65.375,80.875,93.375,83.625,86.25,65.875,73.25,68.5,79.25
80.625,77.25,65.625,93.875,80.625,70.5,80.75,91.125,83.125,72.75
97.0,77.125,94.375,103.0,82.75,77.125,82.375,102.75,97.25,90.125
64.5,59.25,59.375,72.25,51.875,36.25,41.875,53.625,46.125,58.25
52.875,40.875,55.25,54.875,28.5,33.5,34.0,57.25,53.25,51.375
87.125,74.625,74.875,91.25,82.375,83.375,52.875,88.625,84.375,80.25
100.625,55.125,91.375,101.25,87.125,93.25,70.0,98.0,95.625,93.0
93.0,59.0,84.0,94.125,77.125,83.75,65.25,72.875,71.25,80.25
66.0,52.375,60.25,72.0,66.75,70.125,60.25,67.875,65.0,66.625
62.375,56.5,53.625,66.125,65.625,67.25,59.875,64.25,64.0,61.5
74.625,75.625,66.5,79.0,73.0,75.5,66.625,78.75,72.0,73.0
67.5,63.875,53.875,70.875,69.0,75.75,57.125,69.125,62.75,59.25
97.875,90.75,77.625,99.75,74.0,88.625,71.0,89.625,87.0,79.5
113.0,98.625,89.625,113.875,101.0,106.375,73.0,101.5,98.75,84.375
131.375,112.0,101.875,130.0,117.0,122.875,84.5,118.75,108.625,99.125
104.125,81.875,83.875,104.125,81.375,90.125,90.875,80.5,95.625,71.25
101.125,82.375,86.875,102.75,97.875,95.75,93.75,93.375,81.625,76.375
135.125,138.875,126.5,156.5,97.625,101.0,101.25,106.75,103.75,131.0
123.375,109.875,100.125,126.5,114.625,116.625,90.625,122.875,88.625,92.5
151.0,122.75,117.125,144.125,107.0,109.75,113.25,128.625,94.875,106.5
128.5,116.5,104.875,136.375,93.25,111.0,121.125,128.5,98.625,98.75
185.625,147.75,143.625,172.625,157.75,173.375,142.0,158.75,150.25,138.375
100.0,66.125,88.0,105.375,69.875,74.0,86.25,104.5,84.5,78.375
103.0,92.0,94.125,108.75,91.375,94.125,94.625,107.25,75.125,82.0
101.0,88.125,91.5,102.0,84.0,79.25,90.125,98.75,91.125,82.125
66.875,42.625,59.0,67.0,50.75,53.5,55.125,56.0,58.875,44.875
56.875,41.75,52.375,60.5,44.0,48.875,33.625,41.625,39.875,41.75
45.5,32.0,43.5,45.875,36.125,35.875,42.25,46.375,53.5,26.125
57.375,35.0,53.125,62.5,45.125,53.0,47.0,53.625,19.375,37.5
56.0,37.25,47.625,59.25,50.375,60.125,49.875,47.5,37.0,36.5
44.75,28.5,41.125,45.5,37.375,45.125,34.375,40.125,38.375,
65.75,49.75,57.5,64.5,48.875,61.375,52.75,65.875,56.375,
85.5,60.625,72.75,87.375,71.625,77.25,57.875,81.25,69.625,64.375
74.625,50.75,67.25,67.625,56.75,68.375,57.375,74.0,18.0,55.75
71.375,54.0,65.0,74.25,59.25,69.5,54.75,68.75,,54.625
94.125,69.625,82.0,93.75,86.125,93.0,61.75,90.375,,71.75
63.25,49.125,60.5,68.5,55.5,62.625,42.25,61.5,42.125,50.75
70.625,59.125,64.5,72.75,62.5,68.375,52.25,67.375,,54.75
58.375,47.625,54.25,59.875,52.375,60.625,44.625,53.75,,40.25
66.375,50.75,59.75,66.0,60.0,67.125,51.125,58.375,44.75,45.5
96.5,80.375,85.0,93.875,78.125,80.125,68.0,76.75,76.375,69.5
74.0,53.0,68.875,82.625,55.25,61.5,52.375,61.0,56.5,58.5
47.25,32.0,49.125,58.75,44.125,49.625,35.125,34.75,35.375,31.625
57.0,40.0,53.625,58.875,50.375,58.0,41.875,49.375,49.125,39.625
64.0,62.375,60.625,72.875,62.125,61.875,57.375,59.25,43.875,49.625
61.25,66.0,75.875,76.25,70.375,74.25,59.875,75.75,57.625,63.125
75.0,52.625,70.0,81.0,52.5,59.375,52.75,60.875,51.75,55.375
77.375,56.625,76.0,80.75,63.25,71.25,60.125,74.625,51.875,59.25
76.0,76.0,95.75,103.5,78.0,77.625,72.25,100.625,11.125,80.375
67.375,51.125,61.25,70.5,57.0,60.25,53.0,62.25,52.125,47.875
80.25,58.0,72.75,83.75,65.25,58.125,54.625,73.875,,52.625
93.5,94.0,103.0,113.625,77.75,77.25,85.125,110.75,,88.625
43.25,44.5,45.125,53.0,52.625,35.0,49.625,50.125,,29.0
71.125,52.625,66.375,76.375,50.25,59.875,61.75,62.75,,42.5
88.625,78.875,89.0,104.125,81.25,91.125,64.875,103.25,92.0,81.75
133.125,97.625,118.5,131.25,114.375,115.375,110.5,123.75,110.125,99.375
172.5,140.125,143.0,165.875,167.625,167.25,154.0,174.5,147.5,126.125
117.125,109.75,101.5,126.625,111.375,113.0,121.125,123.125,116.0,98.875
106.625,108.75,97.75,118.875,93.125,91.375,94.125,105.625,88.375,88.75
110.75,106.0,102.0,115.25,91.875,97.25,97.625,100.5,93.875,69.375
116.5,85.625,104.625,123.875,100.0,106.0,85.5,115.125,108.625,87.5
55.25,48.875,48.25,62.625,60.25,61.875,50.625,58.375,,38.0
55.625,27.375,46.375,58.75,46.5,48.625,20.875,24.125,,27.875
42.0,33.375,22.875,54.625,57.0,60.5,40.75,51.375,,28.125
92.5,67.0,89.125,94.875,78.875,84.875,55.0,58.75,,63.5
118.625,80.375,116.125,125.75,101.125,108.375,92.625,89.25,,67.125
66.125,49.5,58.75,63.875,69.875,73.25,62.25,57.25,,49.0
63.5,47.0,56.25,71.0,66.0,66.125,53.0,47.375,,44.375
108.375,55.875,87.125,104.125,103.75,107.125,78.375,96.25,,23.625
130.875,84.375,78.5,130.375,120.0,130.25,107.875,127.375,,96.75
116.375,72.5,108.625,119.875,85.875,87.375,80.75,98.625,,87.75
65.5,37.375,56.0,69.625,54.375,34.75,46.25,48.0,39.5,44.0
73.375,65.375,56.125,76.875,68.125,,64.25,69.375,56.875,52.875
107.0,90.75,92.0,104.25,93.75,,83.125,101.75,93.5,87.875
98.875,55.125,89.75,105.5,83.25,74.5,61.375,98.875,90.5,76.125
45.125,27.5,39.0,50.0,50.375,41.875,30.625,40.875,39.625,25.0
85.125,55.0,77.625,93.375,60.875,43.5,57.375,80.125,77.75,66.25
51.625,22.0,47.25,59.125,41.375,38.875,31.625,44.5,44.125,35.75
64.875,46.75,56.25,64.875,51.25,52.75,50.375,59.75,62.625,42.0
62.75,48.75,53.875,64.75,49.0,48.875,53.5,57.25,50.875,42.625
68.125,56.25,64.875,72.625,58.5,58.5,58.875,65.5,59.625,50.5
88.875,56.25,69.625,89.75,78.125,78.125,57.0,88.25,83.5,63.625
64.25,50.5,69.25,82.625,56.125,49.375,36.75,27.25,44.25,59.5
51.125,30.375,46.0,57.25,35.625,37.875,26.75,48.125,44.625,36.125
68.5,49.25,60.75,68.625,46.375,60.25,49.75,59.5,60.625,42.75
55.625,36.75,46.375,52.375,54.375,52.625,48.5,57.75,55.875,30.75
61.375,53.625,56.625,66.125,60.75,57.625,40.75,61.75,59.125,43.125
59.625,49.0,58.0,63.125,68.75,66.375,46.625,52.5,73.0,41.25
73.375,40.625,67.875,82.125,62.625,63.0,27.75,44.0,72.625,53.75
103.875,63.5,94.5,114.75,104.0,103.875,50.5,50.375,97.75,81.875
35.125,34.25,26.25,47.375,47.125,37.875,10.25,44.25,41.5,27.0
54.375,49.0,42.0,56.0,36.625,41.125,45.625,48.5,59.25,27.75
52.25,44.75,38.625,56.125,50.625,50.0,42.125,48.5,57.25,27.5
60.625,61.625,49.0,66.25,58.75,53.75,54.25,60.0,60.625,39.125
53.75,51.375,42.625,56.625,54.5,48.875,53.5,57.625,47.75,33.75
52.375,49.25,42.0,52.375,60.375,58.625,47.5,57.75,55.5,26.375
37.375,30.25,27.625,44.0,31.875,27.125,20.25,30.125,25.25,16.25
49.875,48.875,41.0,53.75,58.75,54.0,47.625,51.125,58.5,33.0
68.625,59.625,51.875,69.0,62.125,56.5,57.75,71.25,69.75,33.125
60.875,50.125,43.125,65.875,54.0,48.0,45.875,66.625,64.375,27.875
93.0,63.75,81.625,94.5,70.25,50.625,66.75,78.25,77.0,55.25
80.625,74.75,75.875,69.375,58.5,43.875,75.25,80.125,82.625,47.875
53.5,47.5,45.0,57.375,38.375,38.125,36.75,48.875,54.25,27.75
61.625,32.5,50.625,63.5,43.0,47.5,33.25,41.5,44.0,31.0
23.0,11.0,20.75,30.25,21.625,23.5,10.625,10.75,19.0,10.25
40.25,45.375,34.125,49.125,54.625,52.875,45.25,56.5,57.375,17.625
33.75,37.375,31.125,46.5,41.875,31.875,30.0,37.125,40.375,21.125
63.5,59.875,44.625,37.125,67.125,60.0,58.0,62.625,62.25,32.125
81.5,82.625,68.375,89.125,80.125,71.625,74.25,85.5,80.375,54.0
33.25,17.875,30.0,43.0,26.625,30.0,20.25,24.25,33.375,17.5
31.75,16.5,23.25,23.125,36.375,36.375,18.5,22.625,22.75,12.625
18.75,14.5,14.625,24.375,36.25,31.875,17.125,26.875,28.5,7.375
32.75,29.5,28.0,43.5,44.875,39.5,24.75,36.125,41.375,15.875
36.125,20.25,28.25,26.875,,,27.375,21.75,39.375,14.5
55.125,43.0,50.125,56.75,,,30.875,50.625,50.75,34.5
48.0,37.75,43.875,47.0,,,49.25,50.0,51.625,27.875
30.625,13.25,22.375,27.625,,,3.875,14.625,16.0,15.25
24.25,9.0,17.75,25.875,,,1.25,6.125,6.75,10.0
29.125,10.625,20.75,31.5,,,12.25,11.375,12.75,13.125
42.5,45.125,32.125,45.0,,,45.625,52.25,30.0,20.5
35.5,25.875,25.5,37.375,,,30.125,50.5,33.125,17.75
42.5,34.375,37.0,51.75,,,39.75,45.25,37.375,22.125
52.375,39.5,43.625,53.625,,,33.625,40.375,43.875,25.5
48.875,45.375,39.625,53.0,,,42.625,56.125,56.625,25.875
20.0,23.25,20.125,30.25,26.625,16.375,35.0,34.0,42.75,10.25
39.5,33.0,29.375,41.875,26.0,20.125,28.875,7.5,38.75,15.875
34.75,35.25,29.375,42.375,27.0,32.75,36.875,44.5,41.875,17.25
48.625,50.875,39.375,52.25,48.75,52.625,45.0,55.375,50.5,21.0
39.875,51.375,34.75,50.875,44.5,49.875,41.5,47.875,47.875,25.25
40.125,30.375,39.875,49.0,38.375,44.75,24.75,35.875,30.875,23.5
38.125,16.75,28.0,43.375,26.875,32.75,12.375,26.75,17.5,18.25
36.0,20.0,19.375,37.375,26.875,31.0,14.25,33.375,28.5,21.25
41.875,12.125,19.0,46.5,23.375,35.5,9.25,32.25,27.875,24.125
49.875,20.75,36.125,57.0,29.0,38.5,11.125,31.75,20.875,20.625
30.375,11.5,18.125,29.5,17.125,21.5,7.5,18.25,16.125,7.375
30.125,21.5,24.0,36.0,22.75,25.125,13.875,19.0,19.125,11.375
52.625,37.125,45.625,55.5,53.25,58.375,34.125,47.875,50.75,19.875
43.125,19.375,31.0,46.625,37.125,42.75,25.625,29.0,,13.625
21.125,6.0,21.625,36.625,21.0,25.25,12.625,12.5,28.0,13.75
14.75,5.0,12.25,16.625,9.375,9.0,6.25,7.5,8.0,3.5
7.0,3.375,4.75,12.625,7.375,1.375,2.75,3.875,1.0,2.375
9.625,5.375,8.0,11.625,7.0,8.75,1.0,2.0,,2.375
12.875,6.75,11.375,22.0,7.625,9.75,,,,4.125
48.0,31.25,40.125,38.125,41.5,46.5,,,,16.5
60.0,28.75,46.875,,47.375,51.375,,,,21.5
34.5,28.125,36.875,,32.875,35.125,,,,16.0
46.875,26.875,35.875,,32.25,36.875,,,,16.75
45.625,26.5,37.0,31.375,34.5,32.875,,,,19.75
23.25,19.25,26.0,36.0,24.125,28.75,13.125,17.875,,12.5
47.375,34.125,40.25,51.625,33.125,32.375,25.0,37.375,31.5,20.875
40.375,36.875,32.125,46.75,22.0,29.125,25.625,36.5,36.5,18.625
17.75,20.375,18.25,19.5,10.0,18.625,8.125,18.375,21.875,8.0
,,8.25,15.5,14.875,23.375,8.25,6.875,21.125,2.625
,,34.0,43.5,30.625,21.875,15.375,30.0,20.0,17.0
,,27.375,38.75,23.5,24.75,7.75,10.625,13.625,10.125
,18.0,33.5,51.875,34.375,38.375,21.25,35.25,,18.0
67.625,51.875,62.375,74.75,63.125,65.75,50.875,66.125,,33.625
59.0,48.375,54.75,63.625,48.875,51.25,39.625,48.375,,19.625
52.5,25.625,14.875,51.875,43.25,49.0,30.0,41.5,43.0,9.375
38.875,20.125,,48.625,31.75,33.875,23.0,31.125,14.75,
52.625,36.375,,58.5,38.875,44.75,31.875,36.625,42.625,
44.625,21.875,29.625,58.5,36.125,35.75,26.5,22.875,23.875,31.75
35.25,24.75,35.125,45.875,26.75,26.0,11.0,19.875,17.0,35.75
38.25,27.625,32.125,46.25,28.875,38.125,11.125,26.75,16.375,36.0
73.875,60.625,70.5,78.875,67.5,68.5,58.25,67.75,61.125,69.0
69.875,49.25,62.875,70.875,59.125,62.25,52.5,58.0,59.375,55.625
60.0,40.5,49.375,60.125,51.625,56.5,34.875,38.75,53.125,50.375
56.625,51.375,48.5,73.125,42.75,45.375,54.375,61.75,56.625,64.0
61.0,38.125,50.25,66.0,45.25,52.625,40.625,48.25,51.625,52.75
60.25,43.125,54.5,64.875,40.125,46.5,36.875,47.375,41.125,45.25
61.375,47.0,53.875,65.5,50.5,54.5,44.75,56.125,38.375,54.0
62.625,53.625,61.125,67.875,55.0,58.0,49.875,58.875,43.875,59.875
42.0,11.25,42.625,52.75,31.75,38.875,21.5,28.75,17.0,33.5
5.375,3.75,5.75,15.625,17.5,16.625,6.125,10.625,7.0,10.125
32.375,22.125,29.125,42.25,21.0,28.5,9.625,28.5,8.0,33.125
46.25,24.0,42.75,55.75,37.25,42.0,22.75,30.0,21.0,42.5
42.75,26.0,19.625,48.5,25.5,28.625,9.125,16.0,14.75,37.125
46.5,34.75,44.875,54.75,35.0,42.25,21.125,38.25,34.0,45.5
53.875,42.375,51.25,56.75,48.0,52.625,34.25,48.0,32.375,50.0
32.125,22.0,27.125,44.875,29.5,34.375,5.75,25.0,19.375,32.25
56.375,32.5,47.125,57.375,42.875,47.375,1.25,14.125,43.875,44.625
25.375,9.5,27.75,39.0,17.0,21.5,3.5,5.875,6.25,28.375
48.5,23.125,31.25,48.5,39.25,45.5,35.875,46.375,53.875,29.25
41.375,12.5,36.375,44.25,46.5,47.5,35.75,49.5,34.625,34.125
18.25,20.125,16.625,22.25,26.0,27.25,7.625,14.0,20.125,15.75
27.25,33.875,24.5,32.875,26.0,25.375,17.375,21.5,23.375,23.75
12.875,9.375,10.5,18.625,10.625,11.25,6.5,12.5,14.75,9.625
5.125,4.25,6.125,6.75,5.875,4.75,2.875,5.875,6.0,4.25
2.5,2.0,5.25,5.625,3.25,3.125,2.0,5.0,2.125,3.25
