o3_b011,o3_n043,o3_r001,o3_r012,o3_r701,o3_r710,o3_r801,o3_r811,o3_r831,o3_wol1
2.375,5.25,2.0,2.25,1.0,1.0,2.0625,2.75,8.5625,2.5625
14.1875,9.875,7.125,10.375,3.5625,2.9375,3.3125,2.75,10.4375,3.9375
21.3125,18.5,15.1875,18.125,8.875,9.125,3.75,13.8125,16.4375,17.625
9.3125,7.0,7.6875,11.875,7.1875,5.625,1.875,6.0,4.5,2.5
30.0625,19.5625,24.4375,31.0625,26.3125,33.375,14.125,28.5625,25.9375,24.8125
24.75,11.5,19.1875,26.75,14.9375,16.875,12.375,19.0,15.375,20.6875
49.1875,38.5625,43.875,46.8125,35.25,46.0,19.75,50.375,41.0,40.8125
56.4375,45.0625,45.0625,49.0,50.25,58.3125,38.9375,51.8125,59.1875,44.25
60.0625,54.25,55.375,53.375,66.1875,68.875,50.5625,67.1875,60.6875,52.625
58.75,42.0625,47.875,49.9375,59.8125,67.0,49.0625,63.1875,60.6875,36.9375
42.0625,13.375,11.9375,26.0625,36.25,41.25,21.8125,27.8125,29.25,25.375
8.25,17.125,8.8125,16.8125,,9.25,7.8125,17.1875,4.625,14.75
9.625,12.25,8.9375,11.625,,12.8125,4.375,10.6875,8.6875,8.9375
10.0625,8.5625,5.5625,8.8125,,9.6875,2.4375,4.125,5.25,4.5
15.25,12.1875,12.1875,13.375,,12.1875,5.0,8.3125,11.25,8.25
22.75,21.3125,21.0,22.8125,15.3125,18.625,12.0,18.125,19.25,17.75
8.3125,8.75,7.125,8.1875,27.9375,29.5,16.8125,23.5625,29.8125,5.8125
17.6875,12.0625,11.9375,17.4375,27.0625,33.375,15.5625,15.0625,23.6875,10.8125
51.9375,49.5,40.375,43.8125,62.25,64.4375,42.0,68.5625,69.3125,35.0
33.875,36.0,29.0,35.25,33.375,38.125,32.3125,47.25,42.25,27.1875
16.1875,13.6875,13.6875,18.3125,15.5,14.8125,4.0,7.8125,12.125,10.5
31.625,25.5625,25.25,28.0,26.1875,26.625,19.5,27.3125,20.9375,25.125
2.3125,5.9375,2.0,2.9375,2.1875,1.125,0.0,,,2.375
10.625,9.125,9.125,15.5625,15.5625,18.5,,7.4375,5.125,10.4375
39.625,27.25,24.6875,17.3125,24.0,28.25,,25.75,25.0625,28.375
62.4375,52.3125,45.875,51.625,64.875,71.5625,51.9375,52.75,54.1875,43.5625
52.8125,38.4375,39.6875,45.75,38.0,48.75,38.5625,41.8125,45.9375,39.9375
57.3125,50.375,46.8125,47.1875,63.5625,66.625,37.625,64.1875,65.1875,45.9375
66.25,64.375,58.3125,57.5,49.75,61.4375,57.6875,60.3125,68.4375,56.0625
50.1875,41.0,25.4375,44.0625,48.875,52.625,21.6875,40.3125,35.875,35.0625
26.875,32.25,19.8125,27.0625,15.125,22.625,14.5,32.125,26.4375,11.8125
14.3125,18.875,12.6875,20.875,21.5625,23.5625,7.375,19.875,22.5625,12.875
14.5,16.875,10.6875,14.0625,9.3125,9.5,6.0625,,14.6875,8.4375
19.0625,20.8125,14.4375,21.5,17.9375,21.75,8.5625,21.5,17.625,12.1875
14.375,19.0625,13.0,17.5,12.8125,13.9375,6.25,14.0625,,11.0
20.75,16.9375,15.375,25.125,14.8125,13.75,7.375,19.875,21.8125,15.25
14.0625,9.3125,8.25,14.5,8.0,5.5,3.3125,,2.25,5.6875
18.5625,14.0,13.75,14.625,6.1875,,3.0625,,6.0,6.0
4.25,6.125,4.625,5.5,,,0.125,,,5.75
21.5,21.0,18.25,24.25,13.4375,17.625,,19.0625,14.25,16.9375
32.3125,26.875,29.75,33.6875,26.75,32.4375,12.8125,33.125,25.375,28.875
30.125,16.75,23.0,36.375,0.875,32.1875,5.5,23.4375,13.8125,24.3125
52.25,44.25,48.4375,48.5625,50.0,55.625,27.5,53.4375,43.125,42.1875
50.4375,43.4375,48.125,50.9375,52.75,60.8125,28.125,54.125,48.875,45.25
57.25,48.6875,24.6875,52.8125,53.9375,55.8125,41.625,57.5,42.5625,50.5
37.25,34.5,32.5,35.0,35.0625,42.75,35.75,51.0625,47.5,29.4375
13.8125,16.75,9.5625,17.8125,11.8125,13.3125,10.1875,16.0,13.75,17.75
42.0,32.625,31.625,43.4375,40.1875,52.5,11.5,40.0,21.8125,36.5625
64.1875,45.125,53.4375,60.1875,61.0,72.0,31.5625,59.625,53.3125,53.5625
50.0,48.1875,52.5,54.125,52.375,56.75,36.125,54.625,41.125,51.9375
41.8125,46.6875,38.5625,42.9375,26.875,32.625,27.1875,43.3125,46.125,42.6875
20.3125,25.375,19.1875,28.6875,29.625,25.625,17.875,30.375,16.0625,24.1875
21.125,12.5,15.75,23.8125,24.125,31.4375,2.0625,15.5,16.5625,12.4375
7.125,12.4375,7.375,7.4375,0.5625,0.625,1.75,1.5625,3.0625,8.125
3.0625,8.1875,2.75,2.8125,1.5625,,2.3125,9.4375,11.0625,2.75
5.8125,9.8125,4.375,5.0,4.1875,6.0,3.75,12.1875,12.0625,3.25
4.625,9.125,3.5625,4.3125,,2.875,1.0625,3.3125,6.6875,2.9375
11.5625,16.0,8.6875,15.75,12.25,16.0625,6.9375,18.4375,17.5,11.875
35.125,36.8125,28.8125,36.4375,8.875,28.4375,17.3125,32.3125,27.375,35.9375
29.6875,24.4375,27.75,35.0,,35.8125,17.625,36.375,35.75,32.125
41.0,20.8125,31.1875,39.5,,49.6875,5.1875,23.6875,13.0,30.875
48.875,28.8125,34.1875,41.625,29.125,37.25,18.1875,32.375,37.1875,27.4375
29.5625,21.5625,18.6875,27.1875,28.6875,34.3125,16.5625,35.6875,24.8125,22.6875
66.3125,48.5625,58.375,59.6875,39.875,47.125,38.0625,63.0,46.8125,49.625
40.75,30.375,32.0625,36.5,36.4375,45.5625,22.0,32.6875,30.125,27.9375
48.75,34.0,40.75,43.125,41.4375,46.125,31.25,40.625,25.25,39.0
43.25,27.125,31.375,37.25,26.4375,33.375,17.6875,20.625,19.4375,24.5625
68.375,56.6875,57.9375,57.125,68.6875,72.1875,50.3125,67.625,66.125,44.75
78.0625,68.8125,67.3125,65.9375,70.25,83.0,63.4375,80.0625,76.375,60.0
61.6875,42.25,44.0,53.0,,63.3125,51.0625,64.0,67.125,51.0625
66.0625,55.5,58.8125,63.125,,,,69.8125,62.6875,60.125
64.125,58.375,57.75,57.0625,,,,64.8125,53.5625,58.5625
72.125,63.4375,,70.0625,,,,79.5,71.1875,63.6875
,77.6875,,75.0,,,75.0625,87.9375,72.3125,
,58.625,,60.125,,,44.375,67.375,64.5,
76.0,60.625,57.1875,67.6875,,,65.875,81.25,80.3125,
53.25,35.9375,44.3125,55.4375,38.125,47.4375,15.375,46.25,35.875,
63.8125,52.6875,55.6875,61.4375,59.25,61.8125,41.4375,69.25,58.5,
72.25,62.3125,68.8125,65.0625,68.9375,72.5625,58.8125,80.3125,67.8125,
62.5,50.375,51.8125,53.75,55.0625,55.4375,44.25,55.3125,54.875,37.3125
55.0625,38.0,44.5,48.4375,49.5,36.25,48.5,60.6875,59.3125,37.1875
50.1875,30.8125,48.125,49.25,42.0,47.5,23.0,35.375,28.875,46.875
60.875,55.5625,47.5,51.125,60.75,66.375,47.5625,72.3125,60.75,44.5
62.3125,54.8125,47.9375,58.125,56.1875,66.375,21.8125,,58.3125,57.8125
55.4375,50.3125,47.1875,57.375,54.125,58.0,,,56.75,48.625
48.625,50.625,38.3125,53.75,51.375,55.6875,,,67.0,45.3125
51.25,53.3125,41.5625,46.125,49.4375,49.375,,,,37.25
49.0,35.0,38.9375,47.0625,35.6875,41.4375,,,,36.0
49.8125,43.6875,40.8125,45.3125,57.75,59.3125,,,,24.4375
70.6875,40.625,56.625,65.8125,60.25,70.25,,,,44.0
75.1875,59.5,59.0625,64.375,66.75,75.0,57.9375,72.0625,69.5,56.3125
71.4375,64.9375,65.8125,55.0,67.625,70.1875,59.0,71.0,68.25,63.5625
77.4375,68.0625,68.4375,66.0625,73.0,77.8125,59.4375,73.625,73.875,63.5
68.875,57.625,56.6875,61.0625,68.8125,72.9375,54.375,65.875,62.1875,64.5
76.0,56.125,62.0,65.5625,69.125,78.8125,49.75,74.0625,75.75,60.1875
77.1875,54.5,66.4375,66.0625,72.375,78.1875,45.625,75.375,69.5625,69.875
56.9375,51.1875,45.4375,50.1875,54.625,62.25,41.625,66.1875,66.3125,47.8125
46.6875,45.5,34.75,39.625,45.5625,53.0625,41.625,64.875,66.5,27.875
85.75,84.875,74.0625,71.5,83.6875,86.9375,66.25,92.8125,93.125,68.125
71.0625,69.375,61.5625,61.625,54.3125,63.5625,56.0,73.75,72.0625,56.4375
91.9375,68.6875,74.3125,78.4375,83.4375,85.625,35.5625,94.25,88.5625,53.1875
91.8125,69.75,79.0625,81.375,72.375,78.0,69.6875,71.6875,47.25,78.3125
70.8125,53.6875,60.1875,61.5625,74.25,80.5,47.8125,74.4375,80.1875,59.25
86.4375,52.8125,76.8125,76.9375,65.6875,69.375,61.9375,62.8125,61.625,71.25
75.8125,54.5625,64.6875,65.1875,60.875,65.25,49.8125,75.5625,64.5,64.9375
71.375,48.8125,61.3125,54.625,63.1875,66.375,37.125,54.625,50.5,44.4375
86.0625,80.375,76.25,74.4375,80.25,82.4375,67.0,89.625,82.4375,67.6875
57.25,49.625,49.0625,50.375,34.25,34.5,31.75,45.375,44.3125,35.625
77.5625,68.125,65.8125,70.1875,43.25,73.25,47.625,65.625,67.4375,63.8125
79.0625,78.75,67.0625,70.0,76.875,82.125,70.3125,85.8125,31.25,59.3125
67.25,61.8125,54.75,54.375,75.1875,79.0,60.25,74.875,72.1875,42.0625
59.9375,55.375,52.375,53.9375,72.6875,73.75,39.125,62.0625,62.5625,44.875
75.0,72.375,66.5625,62.5625,75.0,83.8125,57.8125,90.8125,84.3125,62.125
114.9375,95.0625,106.8125,105.5,110.875,117.375,91.8125,122.375,113.0625,109.875
78.6875,44.125,71.1875,52.1875,83.1875,83.0,70.125,89.375,86.5,66.1875
65.75,,57.1875,,30.0,69.375,53.5625,68.6875,78.6875,52.1875
74.3125,,62.1875,,64.6875,64.375,48.3125,61.0625,58.75,61.25
73.25,,64.375,77.6875,78.375,77.75,67.0,80.0625,79.5,59.25
61.5625,41.5625,51.8125,70.0,70.75,71.5,44.9375,60.6875,63.5,48.625
76.25,68.5625,67.3125,85.125,83.5625,85.875,70.5,87.3125,87.5625,63.5
82.5,78.25,76.5,89.875,84.5625,85.125,78.1875,88.5,89.5625,74.5
86.9375,82.0,79.0,90.4375,88.8125,89.9375,80.8125,91.8125,91.375,76.5625
75.5,67.375,67.125,76.9375,79.1875,70.25,65.125,82.1875,81.0625,53.625
85.625,81.4375,74.625,91.0,84.875,87.0625,70.0625,85.75,86.625,66.5
69.25,59.8125,61.375,72.3125,78.1875,77.125,59.9375,68.75,79.8125,50.9375
50.9375,32.75,41.6875,54.5625,53.1875,54.375,35.6875,48.0625,50.1875,32.6875
80.625,77.875,69.625,83.625,79.1875,82.9375,72.9375,84.8125,85.75,67.6875
84.6875,79.8125,75.9375,88.25,88.8125,88.1875,75.125,87.0,92.375,69.75
74.625,55.375,68.75,84.125,60.5,64.9375,48.625,63.0,63.8125,62.9375
70.8125,66.375,63.9375,79.1875,63.125,75.8125,68.6875,83.25,84.375,58.875
76.25,56.4375,60.5625,75.5,78.875,82.5,67.9375,80.3125,80.9375,48.1875
69.125,56.0625,62.6875,77.25,71.0625,73.25,60.3125,78.1875,77.8125,46.6875
74.875,68.75,67.125,81.1875,78.8125,78.125,58.8125,83.1875,85.5625,58.5
84.375,79.4375,75.8125,87.4375,86.0625,87.1875,60.4375,81.9375,84.0,70.3125
116.75,104.4375,105.625,119.625,113.8125,114.6875,88.9375,118.625,116.6875,111.4375
81.3125,72.8125,77.5,85.375,74.0,78.125,68.625,86.0,82.8125,77.75
46.875,39.3125,38.5625,51.0,49.5,53.125,33.0625,47.0625,46.5,27.875
49.0625,45.75,42.0625,55.0,40.6875,43.9375,35.6875,56.625,50.625,30.5
50.5,51.4375,45.75,56.8125,51.1875,54.3125,45.5,61.25,61.25,37.125
52.5625,49.0,44.125,60.125,52.375,56.625,47.3125,59.6875,66.3125,38.6875
90.0625,83.3125,75.25,94.8125,85.5625,87.3125,70.5,91.1875,93.0625,70.8125
76.1875,73.1875,70.4375,83.6875,86.4375,82.375,63.875,86.5,86.9375,71.0625
62.25,66.8125,56.4375,71.375,67.375,62.3125,65.1875,75.5,84.75,59.5
80.375,74.6875,71.4375,88.25,76.75,82.3125,64.875,85.5,82.375,65.1875
95.9375,88.625,85.8125,101.5,94.625,96.3125,81.375,109.875,100.625,76.25
87.75,55.25,73.0625,84.5,87.0,88.0,33.8125,91.0625,93.4375,61.25
64.75,37.375,56.875,67.5625,51.0,52.0625,56.5625,71.625,53.375,51.4375
76.9375,58.75,69.8125,80.3125,79.1875,82.375,43.125,69.875,61.5,67.6875
81.9375,63.875,73.0625,82.375,73.6875,78.25,63.3125,72.0625,72.875,69.4375
85.4375,59.375,78.75,89.8125,77.3125,84.0625,41.25,89.5625,86.125,77.75
90.1875,57.875,81.8125,91.75,62.375,70.75,67.875,62.875,61.9375,79.75
130.9375,86.25,109.625,129.6875,130.9375,137.5625,62.5625,141.25,137.0,111.625
45.25,40.1875,42.875,52.5,47.25,49.4375,36.9375,49.8125,47.125,43.625
60.0625,38.375,55.375,64.25,70.9375,70.5,42.75,62.6875,66.9375,51.75
79.9375,62.5625,72.8125,79.25,71.5,78.0,61.875,68.6875,65.0,72.25
91.6875,79.3125,83.4375,89.3125,92.5625,93.625,65.0625,99.1875,93.3125,78.5
111.9375,77.8125,98.9375,110.0625,112.0,116.375,79.125,120.6875,116.25,98.5
71.8125,65.3125,61.6875,76.6875,77.9375,74.5625,51.25,76.75,76.625,62.4375
70.5,60.25,59.9375,74.25,71.1875,71.25,55.375,77.5625,78.0,61.875
90.25,80.8125,78.4375,90.375,95.5625,99.25,70.0,93.875,93.75,72.1875
98.375,84.0,83.25,94.75,92.0625,95.6875,77.4375,107.4375,95.1875,82.375
125.375,94.0625,108.125,117.1875,120.0,123.5,95.9375,132.9375,131.3125,106.625
117.25,99.3125,98.6875,112.75,111.5625,112.9375,98.875,121.8125,120.4375,95.0
125.8125,92.9375,105.125,128.3125,123.0,125.375,100.625,133.5625,135.375,106.5
69.0,52.875,58.625,72.125,71.8125,76.1875,57.4375,74.4375,75.0625,60.0625
69.4375,60.5,63.4375,75.9375,67.0,68.3125,56.625,75.5,76.9375,58.4375
115.5625,107.3125,107.0,121.5625,109.625,113.8125,87.0625,117.1875,115.8125,89.0625
120.6875,104.1875,110.625,125.8125,109.375,119.625,92.6875,111.875,112.75,89.9375
71.6875,59.375,63.5625,72.3125,76.25,77.5,71.6875,93.0,90.5,75.25
79.0,68.5625,72.6875,81.8125,80.8125,83.0625,68.125,80.0,81.875,72.625
83.6875,68.25,78.3125,83.1875,89.1875,93.375,72.75,91.875,92.625,59.0625
63.625,53.6875,56.5625,63.75,60.3125,68.5625,49.0,65.125,67.1875,54.125
67.375,55.125,57.625,66.25,71.0,74.0625,57.625,74.25,75.75,56.4375
74.875,55.0625,65.875,74.0,81.6875,87.875,62.5625,83.4375,85.875,56.5625
71.1875,53.625,61.125,72.1875,70.0625,72.9375,54.375,74.0,68.1875,58.3125
97.25,76.75,86.25,93.9375,108.4375,112.875,83.125,110.625,103.0,87.3125
109.875,88.3125,98.125,106.9375,105.0625,106.875,88.375,114.1875,105.1875,96.25
67.125,51.375,58.0625,65.375,67.25,69.9375,50.625,68.3125,66.1875,54.5625
70.8125,54.5625,62.5,76.625,76.6875,76.3125,65.375,82.875,78.1875,55.6875
119.8125,97.9375,99.5,108.3125,132.9375,131.3125,99.375,130.5625,127.4375,88.875
112.5625,80.25,95.0,112.625,103.375,108.25,98.25,121.5,111.0625,97.875
70.9375,64.9375,61.3125,75.75,84.25,82.8125,61.625,67.6875,75.375,63.0
78.75,70.875,65.0,78.3125,78.25,77.1875,60.625,77.9375,81.125,55.25
116.0,97.5,96.75,106.375,128.125,126.25,84.4375,106.375,103.0625,93.875
147.4375,113.4375,132.4375,134.6875,157.5625,157.5625,135.125,174.1875,158.4375,110.3125
175.0625,144.4375,161.5,172.625,158.375,107.3125,127.375,157.875,154.5625,131.25
167.125,135.5625,153.0,155.1875,175.3125,168.4375,123.8125,161.25,161.75,109.25
135.6875,106.0625,123.5625,132.5625,122.1875,117.8125,108.3125,139.8125,131.4375,116.875
73.125,62.9375,65.1875,71.0625,71.625,74.625,61.4375,81.4375,79.0,62.0
53.8125,48.6875,48.875,53.75,53.5625,54.625,44.4375,54.8125,53.625,50.75
59.25,56.375,55.5,57.5,58.3125,60.0,44.4375,59.0,56.625,
78.1875,79.4375,70.875,79.4375,79.1875,81.3125,65.6875,87.0,83.125,62.8125
40.0625,35.125,36.0625,46.0,46.0625,45.75,28.4375,41.875,45.8125,30.625
51.1875,39.625,49.4375,54.6875,59.9375,64.5,38.375,50.4375,49.0,40.4375
66.3125,50.0625,63.125,67.125,61.875,70.0625,45.625,69.5,71.125,52.375
64.125,50.3125,60.375,65.4375,67.0625,66.3125,47.4375,68.9375,72.9375,53.1875
47.25,48.8125,45.75,51.125,68.3125,63.375,44.0,61.3125,68.75,45.75
47.625,54.375,46.375,53.5625,57.3125,57.125,41.0625,56.9375,55.875,
78.6875,62.8125,4.8125,77.8125,65.1875,72.625,48.625,79.4375,74.4375,63.6875
83.0,72.375,,83.375,82.6875,73.8125,71.1875,77.1875,70.375,63.3125
102.25,97.4375,91.75,,98.75,95.0,60.5,94.25,90.625,80.8125
80.5625,68.4375,64.8125,84.6875,63.8125,64.6875,66.75,91.8125,92.5,56.9375
116.0,97.5,103.25,119.9375,101.3125,104.5625,87.0625,117.75,122.8125,94.4375
83.875,83.0625,72.25,84.8125,56.0,59.4375,63.8125,69.625,62.8125,72.5
110.3125,109.5625,96.625,104.0,123.25,126.0625,94.125,113.4375,119.0,83.4375
64.875,47.625,57.625,64.125,43.0625,51.5,51.375,70.5625,64.4375,53.375
63.875,46.75,48.1875,63.3125,50.0625,61.0625,48.25,63.5,58.5,51.75
59.0,61.3125,54.9375,63.3125,51.5,56.25,51.6875,31.625,56.0625,45.75
83.8125,81.75,75.4375,80.0,78.75,79.1875,66.0625,88.4375,86.9375,58.4375
63.3125,55.5625,57.4375,60.0,34.75,58.875,47.1875,57.75,60.0,49.9375
75.125,63.5625,69.125,70.125,,70.0625,55.875,71.875,66.5625,63.8125
39.9375,40.3125,38.5625,38.875,,46.375,33.5625,42.4375,40.3125,39.625
90.8125,87.5625,82.5625,82.375,,87.375,76.125,95.125,90.25,59.5
136.9375,127.375,118.8125,120.0,122.8125,130.3125,98.6875,125.8125,128.0,98.0
105.125,78.0625,91.75,97.375,106.8125,116.375,76.5625,109.375,104.4375,81.8125
55.125,46.4375,47.375,48.8125,45.875,55.875,41.5625,55.9375,57.0625,42.75
87.875,76.625,79.125,77.4375,84.6875,89.0625,70.5,96.4375,93.6875,71.375
60.75,52.75,56.0625,56.8125,49.9375,61.125,49.3125,64.0,61.5,51.75
58.3125,53.125,54.5,52.8125,53.5625,63.375,44.3125,51.4375,55.1875,50.5
66.5625,64.9375,61.625,64.375,64.5625,65.8125,59.25,71.8125,78.125,53.4375
74.5,72.9375,67.9375,70.125,76.9375,76.9375,62.5,80.125,80.9375,62.5625
95.9375,81.3125,87.8125,87.125,86.8125,94.3125,76.0,95.875,94.75,80.3125
65.3125,54.75,58.8125,62.375,61.125,64.625,48.5625,58.5,54.6875,53.375
57.8125,47.75,49.8125,52.625,53.8125,56.3125,40.125,54.75,53.625,45.0625
59.6875,50.625,54.1875,57.75,45.875,47.3125,40.8125,55.125,52.25,52.75
73.9375,67.875,67.375,68.1875,72.75,75.0,61.3125,76.25,75.3125,62.5625
69.625,53.0,63.5625,63.5,61.75,70.375,55.8125,74.5625,74.0,57.5625
62.1875,49.25,52.5625,55.9375,54.6875,52.75,42.75,47.1875,47.6875,45.625
49.8125,39.625,50.3125,58.6875,46.6875,58.4375,41.9375,58.125,54.375,41.75
78.6875,68.0625,68.9375,71.5625,71.0,77.3125,61.875,77.9375,79.3125,61.8125
68.75,57.8125,58.9375,61.25,67.375,70.8125,53.3125,69.25,67.3125,53.6875
64.3125,62.375,62.4375,59.625,75.625,74.0625,59.8125,67.0625,72.0625,51.9375
82.9375,73.1875,78.8125,76.5,80.1875,78.0625,70.125,82.1875,77.0625,72.4375
92.125,80.1875,84.3125,91.8125,87.5625,90.625,80.5,100.8125,88.125,78.25
72.4375,43.9375,69.875,66.625,78.375,63.0,36.9375,48.4375,56.5,60.8125
73.75,53.0,62.625,65.4375,73.1875,75.25,54.75,75.4375,76.375,59.75
27.5625,29.125,25.0625,30.3125,27.25,27.0625,35.625,31.8125,41.875,18.75
73.0,63.125,67.5625,73.25,85.1875,78.3125,64.5,76.5625,79.625,60.5625
47.4375,43.0,43.3125,43.625,47.5625,48.625,35.875,39.6875,47.5625,40.125
66.9375,66.0,64.8125,67.4375,68.5,63.8125,49.0,62.5,70.5625,51.9375
87.75,68.75,80.5625,78.125,88.0,86.0,64.4375,95.0625,93.9375,60.25
69.6875,63.125,62.8125,64.4375,76.25,67.6875,57.0,60.4375,60.375,56.3125
72.9375,55.0,65.75,70.9375,73.125,73.125,51.4375,67.9375,64.25,64.25
42.125,27.625,46.1875,41.6875,42.25,43.75,23.4375,31.1875,29.25,35.3125
61.3125,47.375,51.875,52.375,63.0,64.8125,46.25,60.6875,59.125,42.875
64.25,53.25,53.4375,59.5625,65.3125,66.0625,49.6875,65.8125,67.125,48.9375
66.6875,61.75,63.1875,65.0625,65.4375,59.25,53.25,56.5,54.75,40.25
70.25,43.5,59.75,62.5,68.625,70.6875,37.875,74.8125,63.8125,54.9375
88.1875,73.875,75.75,76.375,75.3125,75.8125,68.8125,101.75,93.25,57.25
102.3125,74.0,82.9375,89.8125,89.125,32.9375,63.5,114.5625,112.4375,68.5625
61.0,45.875,55.0625,59.3125,42.5625,,46.1875,41.5625,41.125,45.25
78.5625,70.25,65.875,70.8125,73.5,71.5625,53.9375,92.8125,91.25,46.75
99.125,98.8125,94.25,96.375,72.8125,70.75,86.625,104.4375,77.0,58.5
111.875,103.125,101.625,98.375,118.9375,117.25,88.375,111.875,110.75,85.875
126.3125,102.0625,107.375,104.375,134.625,67.125,111.5,146.25,133.25,78.5625
121.1875,83.6875,108.3125,107.5625,125.5625,125.6875,95.25,130.625,135.5,92.5
73.375,18.25,63.25,73.6875,44.375,43.375,49.75,70.5625,51.375,55.8125
66.25,,60.375,64.375,56.5625,56.9375,46.875,55.25,67.6875,50.0
62.4375,45.9375,58.375,61.75,71.1875,69.1875,40.5625,50.3125,58.75,45.25
76.4375,82.0625,71.125,74.625,78.75,78.75,66.5,76.4375,82.75,58.5
86.25,74.625,82.3125,79.25,84.5625,84.4375,70.375,92.6875,95.5,76.8125
53.125,33.375,46.6875,51.0625,53.875,57.9375,29.625,57.4375,55.9375,42.75
48.1875,30.375,36.1875,43.0625,37.9375,40.625,29.25,35.75,33.1875,35.25
56.875,43.75,49.3125,53.875,55.6875,54.6875,46.125,59.4375,64.125,44.0
47.75,31.0625,40.375,44.125,48.125,51.0625,36.5625,51.4375,53.875,39.0625
44.125,32.6875,36.125,41.6875,47.4375,49.6875,37.875,47.9375,45.1875,36.5
55.5625,49.375,51.9375,53.375,51.3125,51.125,40.75,53.6875,52.0,47.25
53.125,47.5,49.625,48.4375,54.75,55.9375,42.0,56.3125,48.4375,44.5
58.8125,44.5625,50.8125,53.125,55.9375,56.5,45.75,57.625,58.6875,46.1875
57.1875,45.0,48.75,50.6875,58.4375,61.0,40.9375,54.1875,46.1875,41.5625
68.125,58.125,58.3125,60.3125,72.3125,74.4375,56.8125,63.6875,73.4375,51.5
53.25,38.6875,42.0,47.9375,42.6875,44.9375,33.5,44.125,49.125,39.8125
44.25,29.5625,39.9375,41.75,52.8125,48.125,41.1875,46.25,53.125,28.375
59.5625,53.8125,56.75,55.6875,49.3125,41.5,30.8125,44.0625,43.9375,48.3125
73.75,72.9375,73.3125,67.75,71.4375,68.25,57.125,66.8125,65.1875,65.9375
56.75,36.4375,48.75,50.875,57.875,58.3125,41.0625,48.8125,64.125,32.6875
68.25,65.3125,30.25,66.125,68.0625,77.5,57.0,74.9375,76.75,43.4375
63.875,45.0625,,55.875,52.3125,57.3125,42.375,59.4375,60.125,47.1875
76.5,48.875,,65.6875,71.5,74.9375,43.125,63.8125,67.3125,52.4375
39.625,27.5,25.25,41.375,50.3125,52.8125,38.4375,50.375,53.6875,19.5625
68.9375,66.375,59.0,64.6875,70.625,69.8125,48.5625,68.75,77.625,37.9375
85.9375,78.25,73.625,72.875,72.5,72.5625,54.25,72.25,76.0,58.6875
58.1875,49.3125,47.5625,64.4375,60.0625,61.1875,30.8125,41.25,38.4375,33.6875
29.6875,32.375,22.25,28.25,28.5625,30.3125,22.3125,32.5,31.0,10.1875
49.875,24.6875,44.625,44.75,57.125,57.5,17.875,47.625,37.625,27.4375
41.6875,23.5625,35.6875,41.0625,30.25,38.1875,22.625,39.25,37.6875,28.625
62.25,39.0625,51.6875,60.75,52.8125,60.5625,29.75,53.4375,47.1875,40.6875
41.3125,33.1875,39.5,40.4375,48.75,43.375,26.6875,39.75,42.5625,26.4375
60.0,49.25,53.5625,54.625,57.0625,60.9375,45.1875,64.125,57.0,49.9375
68.9375,50.9375,54.0,60.375,63.0,67.5625,47.9375,64.6875,60.375,45.1875
56.5,41.5,44.625,49.75,49.4375,57.8125,41.5,57.75,58.0,36.3125
68.125,55.5,54.8125,61.25,63.125,67.0625,45.0,60.4375,62.4375,50.375
62.75,52.0625,54.625,54.5625,61.875,65.5625,49.1875,62.9375,66.1875,38.9375
50.5625,20.1875,41.875,48.375,29.1875,29.0,48.6875,59.625,66.1875,29.9375
49.8125,,39.5,46.5,,,32.3125,41.375,41.25,40.4375
35.125,,33.5625,36.5,,,32.75,22.75,31.125,25.875
40.4375,,30.875,39.8125,,,11.625,24.9375,30.8125,25.3125
44.75,,33.875,38.0625,,,31.0625,45.375,47.375,32.1875
51.9375,,42.5,46.6875,,,31.6875,46.4375,44.0625,41.6875
49.25,,40.5,42.75,,,33.3125,40.4375,38.3125,32.75
41.6875,,30.3125,37.625,15.4375,9.8125,10.5,41.5,9.25,25.6875
48.5625,,41.125,50.0,37.75,41.3125,,39.625,,34.5
73.5,,65.125,68.1875,69.25,76.625,,61.625,,46.625
59.75,,44.8125,58.875,45.6875,55.0625,,12.875,,35.5
31.75,,23.1875,30.6875,36.125,37.1875,,,,20.9375
42.625,7.0,38.1875,44.8125,28.75,34.3125,,,,32.9375
58.8125,35.8125,47.0625,55.75,47.8125,59.0625,,,,38.4375
57.5625,39.5625,51.75,52.6875,51.75,56.125,37.875,,,46.625
64.5,51.1875,54.1875,57.25,60.1875,64.5,47.5625,61.75,58.75,50.9375
60.5625,54.625,49.625,51.875,56.3125,58.75,47.5625,55.625,57.375,49.8125
41.375,23.0,29.4375,36.75,31.375,37.9375,22.375,36.625,42.875,27.375
30.1875,11.8125,19.5,25.9375,36.25,32.5625,21.4375,22.1875,19.0625,20.3125
39.0625,16.25,27.125,37.1875,33.3125,38.4375,20.625,28.375,41.25,24.6875
20.9375,13.5,15.625,25.4375,24.1875,23.25,13.5625,18.1875,20.1875,11.0625
55.8125,48.8125,43.1875,53.0625,56.5625,59.5,44.0,58.0625,58.25,31.6875
47.1875,30.875,32.5,40.1875,35.5625,39.5625,25.375,36.75,36.3125,27.375
63.875,61.625,54.625,57.9375,65.4375,67.6875,56.5625,69.0625,67.625,47.0
40.75,32.9375,28.1875,37.1875,44.1875,41.25,28.1875,47.3125,40.4375,23.9375
